Company Name,Address,City,State,ZIP Code,County,Neighborhood,Phone Number Combined,Website,Primary SIC Description,SIC Code 1,Cuisine Code Description,Tuesday Open,Tuesday Close,Wednesday Open,Wednesday Close,Thursday Open,Thursday Close,Friday Open,Friday Close,Saturday Open,Saturday Close,Sunday Open,Sunday Close,Twitter,Facebook,Record Type,WhatTypes,Rating
Big Mama's & Papa's Pizzeria,1772 E Colorado Blvd,Pasadena,CA,91106,Los Angeles,Marceline,(626) 397-2727,Bigmamaspizza.Com,,581208,PIZZA,,,,,,,,,,,,,,,Verified,Restaurants,3.03
Thai It,43649 15th St W,Lancaster,CA,93534,Los Angeles,,(661) 949-2231,,,581208,THAI,,,,,,,,,,,,,,,Verified,Restaurants,2.84
Rosewood Hotels & Resorts LLC,9220 W Sunset Blvd # 200,West Hollywood,CA,90069,Los Angeles,West Hollywood,(310) 228-5000,Rosewoodhotels.Com,,701103,,900,1700,900,1700,900,1700,900,1700,Closed,,Closed,,http://twitter.com/rosewoodhotels,http://www.facebook.com/rosewoodhotels,Verified,Hotels,4.78
India Sweets & Spices,9409 Venice Blvd,Culver City,CA,90232,Los Angeles,Palms,(310) 837-5286,Indiasweetsnspices.Com,,581208,INDIAN,930,2200,930,2200,930,2200,930,2200,930,2200,930,2200,,,Verified,Restaurants,3.16
Juice It Up!,28164 Newhall Ranch Rd,Valencia,CA,91355,Los Angeles,,(661) 295-6725,Juiceitup.Com,,581248,,730,2030,730,2030,730,2030,730,2030,730,1930,800,1930,http://twitter.com/livelifejuiced,http://facebook.com/juiceitup,Verified,Restaurants,5.67
Namaste Spiceland,270 N Hill Ave,Pasadena,CA,91106,Los Angeles,,(626) 345-5514,Namastespicelandpasadena.Com,,541105,,,,,,,,,,,,,,,,Verified,Restaurants,4.15
Valleys Pizza Land,4837 Laurel Canyon Blvd,Valley Village,CA,91607,Los Angeles,Valley Village,(818) 761-1146,Lapizzalandmenu.Com,,581222,,1100,2300,1100,2300,1100,2300,1100,30,1100,30,1100,2200,,,Verified,Restaurants,3.33
LA Pizza Land & Bakery,4837 Laurel Canyon Blvd,Valley Village,CA,91607,Los Angeles,Valley Village,(818) 761-1146,Pizzalandla.Com,,581208,PIZZA,1100,2300,1100,2300,1100,2300,1100,Open 24 Hours,1100,Open 24 Hours,1100,2200,http://twitter.com/lapizzaland818,http://www.facebook.com/pages/la-pizza-land/769711276461205,Verified,Restaurants,5.80
Village,6333 W 3rd St # 334,Los Angeles,CA,90036,Los Angeles,,(323) 936-9340,Villagerestaurant.Com,,581208,,,,,,,,,,,,,,,,Verified,Sightseeing,3.10
Moishe's Restaurant,6333 W 3rd St # 336,Los Angeles,CA,90036,Los Angeles,,(323) 936-4998,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,4.44
Taco Bell,3398 N Norwalk Blvd,Long Beach,CA,90808,Los Angeles,Imperial Estates South,(562) 493-5851,Tacobell.Com,,581208,MEXICAN,700,100,700,100,700,100,700,300,700,300,700,100,http://twitter.com/tacobell,http://www.facebook.com/tacobell,Verified,Restaurants,1.95
Emma's Snack Shop,205 S Market St,Inglewood,CA,90301,Los Angeles,,(310) 673-8041,,,581208,,,,,,,,,,,,,,,http://www.facebook.com/pages/emmas-snack-shop/133371316738539,Verified,Restaurants,5.87
Ostioneria Colima Seafood,1465 W 3rd St,Los Angeles,CA,90017,Los Angeles,Westlake North,(213) 482-4152,Eats.Com,,581208,SEAFOOD,900,2000,900,2000,900,2000,900,2000,900,2000,900,2000,,http://www.facebook.com/pages/ostioneria-colima-1/360906530668873,Verified,Restaurants,1.08
Marisco Colima,4002 Beverly Blvd,Los Angeles,CA,90004,Los Angeles,Wilshire Center-Koreatown,(213) 385-2828,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,3.88
Carl's Jr,9160 Reseda Blvd,Northridge,CA,91324,Los Angeles,Northridge East,(818) 349-7346,Carlsjr.Com,,581208,BURGERS,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,,,Verified,Restaurants,1.16
Senor G's,343 Culver Blvd # 101,Playa Del Rey,CA,90293,Los Angeles,,(310) 822-3634,Senorgs.Com,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,,5.27
Tortano LLC,143 Citrus Ave,Covina,CA,91723,Los Angeles,,(626) 332-9999,Panevino.Us,,581208,,,,,,,,,,,,,,,,Verified,,3.60
Hilton Garden Inn-Palmdale,1309 W Rancho Vista Blvd,Palmdale,CA,93551,Los Angeles,,(661) 998-2000,Hiltongardeninn3.Hilton.Com,,701101,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/hiltonhotels,,Verified,Hotels,4.42
New York City Deli,843 S Los Angeles St # Lobby,Los Angeles,CA,90014,Los Angeles,Downtown Los Angeles,(213) 488-8084,,,581209,,,,,,,,,,,,,,,,Verified,Restaurants,1.62
Wendy's,7135 W Sunset Blvd,Los Angeles,CA,90046,Los Angeles,Hollywood Hills West,(323) 876-1925,Wendys.Com,,581208,BURGERS,1000,1430,1000,1430,1000,1430,1000,1600,1000,1600,1000,1600,http://twitter.com/wendys,http://www.facebook.com/wendys/,Verified,Restaurants,2.59
Maribel's,44205 20th St W,Lancaster,CA,93534,Los Angeles,,(661) 942-4969,Maribelsbakery.Com,,581208,,,,,,,,,,,,,,,,Verified,,5.35
Teresa's Kitchen,1862 N Alvarado St,Los Angeles,CA,90026,Los Angeles,Echo Park,(818) 399-6761,Teresaskitchen.Com,,581212,,,,,,,,,,,,,,,,Verified,Restaurants,1.71
Domino's,885 W Avenue K,Lancaster,CA,93534,Los Angeles,,(661) 948-0991,Dominos.Com,,581222,,1000,Open 24 Hours,1000,Open 24 Hours,1000,Open 24 Hours,1000,100,1000,100,1000,Open 24 Hours,http://twitter.com/dominos,http://www.facebook.com/dominos,Verified,Restaurants,2.00
Mexicana Restaurant,16045 Vanowen St,Van Nuys,CA,91406,Los Angeles,Lake Balboa,(818) 787-0827,,,581208,MEXICAN,1130,2300,1130,2300,1130,2300,1130,2300,1130,2300,1130,2300,http://twitter.com/mexicanradiosch,http://www.facebook.com/mexicanradio?ref=hl,Verified,Restaurants,1.50
Sammys & Carlos Cafe,42101 Sierra Hwy,Lancaster,CA,93535,Los Angeles,,(661) 941-4338,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,5.00
Mc Donald's,121 N Grand Ave,Covina,CA,91724,Los Angeles,Covina,(626) 858-1750,Mcdonalds.Com,,581208,BURGERS,430,2300,430,2300,430,2300,430,2300,430,2300,500,2300,http://twitter.com/mcdonalds,http://www.facebook.com/mcdonaldsus,Verified,Restaurants,2.21
Phlight,6724 Bright Ave # B,Whittier,CA,90601,Los Angeles,Uptown Whittier,(562) 789-0578,,,581208,TAPAS,1700,2200,1700,2200,1700,2200,1700,2300,1700,2300,1700,2200,,https://www.facebook.com/phlightrestaurant,Verified,,1.20
Mistral,13422 Ventura Blvd,Sherman Oaks,CA,91423,Los Angeles,Sherman Oaks,(818) 981-6650,Mistralrestaurant.Net,,581208,SEAFOOD,1130,2200,1130,2200,1130,2200,1130,2200,1730,2230,1700,2130,,https://www.facebook.com/114058261958970,Verified,,2.72
Panda Express,1541 N Victory Pl,Burbank,CA,91502,Los Angeles,Northwest District,(818) 841-4337,Pandaexpress.Com,,581208,CHINESE,1000,2330,1000,2330,1000,2330,1000,2330,1000,2330,1000,2330,http://twitter.com/pandaexpress,http://www.facebook.com/pandaexpress,Verified,Restaurants,3.09
El Pollo Inka,1100 Pacific Coast Hwy # 2,Hermosa Beach,CA,90254,Los Angeles,Hermosa Beach,(310) 372-1433,Elpolloinka.Com,,581208,MEXICAN,1030,2130,1030,2130,1030,Open 24 Hours,1100,100,1100,100,1100,Open 24 Hours,https://twitter.com/elpolloinka,https://www.facebook.com/pages/el-pollo-inka-gardena/350612434257,Verified,,5.40
Escuela Taqueria,7615 Beverly Blvd,Los Angeles,CA,90036,Los Angeles,,(323) 932-6178,Escuelataqueria.Com,,581208,MEXICAN,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,,http://www.facebook.com/pages/escuela-taqueria/224494100899730,Verified,Restaurants,2.85
California Kabob Kitchen,141 W 11th St,Los Angeles,CA,90015,Los Angeles,Downtown Los Angeles,(213) 747-9500,Californiakebabkitchen.Com,,581208,FUSION,1100,2100,1100,2100,1100,2100,1100,2100,1100,1500,Closed,,,,Verified,Restaurants,2.51
Watts Healthy Farmers Market,1335 E 103rd St,Los Angeles,CA,90002,Los Angeles,Florence-Graham,(323) 463-3171,,,543102,,Closed,,900,1400,Closed,,Closed,,Closed,,Closed,,https://twitter.com/seelahollywood,https://www.facebook.com/wattshealthyfarmersmarket,Verified,Restaurants,2.18
Max's Mexican Cuisine,635 N Azusa Ave # A,Azusa,CA,91702,Los Angeles,Azusa,(626) 334-9695,,,581208,MEXICAN,1000,2200,1000,2200,1000,2200,1000,2300,800,2200,800,2200,,https://www.facebook.com/maxs-mexican-cuisine-203791103180,Verified,Restaurants,4.67
Mimo's Cafe,6735 Greenleaf Ave,Whittier,CA,90601,Los Angeles,Uptown Whittier,(562) 698-7474,Mimiscafe.Com,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,1.72
Nunca Te Rindas,2031 Pacific Ave,Long Beach,CA,90806,Los Angeles,South Wrigley,(562) 528-2555,,,581208,,,,,,,,,,,,,,,,Verified,,5.33
El Pollo Loco,260 S Broadway,Los Angeles,CA,90012,Los Angeles,Downtown Los Angeles,(213) 626-7975,Elpolloloco.Com,,581208,MEXICAN,900,1900,900,1900,900,1900,900,1900,900,1900,1000,1900,http://twitter.com/elpolloloco,,Verified,Restaurants,3.78
Appetizer,700 Deep Valley Dr,Rolling Hills Estates,CA,90274,Los Angeles,Rolling Hills Estates,(310) 541-1411,Www1.Theappetizerrestaurant.Com,,581209,,600,2100,600,2100,600,2100,600,2100,600,2100,600,2100,,http://www.facebook.com/theappetizerrestaurant,Verified,,5.58
Artiano,244220 Hawthorne Blvd,Torrance,CA,90505,Los Angeles,,(424) 304-2262,,,581208,,,,,,,,,,,,,,,,Verified,,3.73
Burgers & All,740 W Broadway,Glendale,CA,91204,Los Angeles,Moorpark,(818) 696-1288,,,581208,BURGERS,,,,,,,,,,,,,,,Verified,Restaurants,4.01
Mix Bowl Cafe,1520 Indian Hill Blvd,Pomona,CA,91767,Los Angeles,,(909) 447-4401,Mixbowlcafe.Com,,581208,THAI,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200,,http://www.facebook.com/pages/mix-bowl-cafe-pomona-thai-restaurant/329934841967,Verified,Restaurants,2.33
Aruffo's,126 Yale Ave,Claremont,CA,91711,Los Angeles,Village,(909) 624-9624,Aruffos.Com,,581208,ITALIAN,1100,2100,1100,2100,1100,2100,1100,2200,1100,2200,1100,2100,,https://www.facebook.com/pages/aruffos-italian-cuisine/432817606809130,Verified,Restaurants,4.75
Arunee Restaurant,240 N Virgil Ave,Los Angeles,CA,90004,Los Angeles,Rampart Village,(213) 385-6653,Aruneethaikitchen.Com,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,4.77
Pasta Cucina Rustica,2086 Foothill Blvd # D,La Verne,CA,91750,Los Angeles,Foothill Corridor,(909) 593-8800,Pastacucinarustica.Net,,581208,ITALIAN,1100,2100,1100,2100,1100,2100,1100,2130,1100,2130,1100,2100,,,Verified,Restaurants,2.84
Karoun Restaurant,1240 S Glendale Ave,Glendale,CA,91205,Los Angeles,Adams Hill,(818) 500-0008,Karounrestaurant.Com,,581208,MIDDLE EASTERN,1700,2130,1700,2130,1700,2130,1700,100,1700,100,Closed,,,http://www.facebook.com/pages/karoun-restaurant/38825552319,Verified,Restaurants,3.32
Big Mama's & Papa's Pizzeria,657 S Flower St,Los Angeles,CA,90017,Los Angeles,Downtown Los Angeles,(213) 627-5556,Bigmamaspizza.Com,,581208,PIZZA,,,,,,,,,,,,,,http://www.facebook.com/pages/big-mamas-papas-pizzeria/111539528885223,Verified,,2.21
Rockets E Pllc,11856 Balboa Blvd # 405,Granada Hills,CA,91344,Los Angeles,,Not Available,,,581208,,,,,,,,,,,,,,,,Verified,,5.24
Ari Market,906 S Glenoaks Blvd,Burbank,CA,91502,Los Angeles,,(818) 729-9391,,,541105,,,,,,,,,,,,,,,,Verified,Restaurants,5.52
Mr K's Pizza,1504 W Glenoaks Blvd,Glendale,CA,91201,Los Angeles,Grandview,(818) 242-1744,Events.Pasadenastarnews.Com,,581222,,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,Closed,,,https://www.facebook.com/mrkspizza,Verified,Restaurants,5.21
Siete Mares Restaurant,8859 Woodman Ave,Arleta,CA,91331,Los Angeles,Panorama City,(818) 892-0200,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,1.97
Spice Six,450 Pacific Coast Hwy,Hermosa Beach,CA,90254,Los Angeles,Hermosa Beach,(310) 921-8315,Spicesix.Com,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,5.59
Siam Rice,25845 Railroad Ave # 15,Santa Clarita,CA,91350,Los Angeles,,(661) 287-0099,Siamricescv.Com,,581208,THAI,,,,,,,,,,,,,,,Verified,Restaurants,2.70
Pacos Mexican Restaurant,20917 Sherman Way,Canoga Park,CA,91303,Los Angeles,Canoga Park,(818) 340-6546,Bizallpro.Com,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,3.96
Sunrise To Sunset Catering,2518 W Magnolia Blvd,Burbank,CA,91505,Los Angeles,Magnolia Park,(818) 848-2500,Sun2suncatering.Com,,581212,,,,,,,,,,,,,,,,Verified,,4.79
Taco Bell,204 N Gaffey St,San Pedro,CA,90731,Los Angeles,Central San Pedro,(310) 833-3498,Tacobell.Com,,581208,MEXICAN,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200,http://twitter.com/tacobell,http://www.facebook.com/tacobell,Verified,Restaurants,4.25
Crown Masters Dental Lab,2908 W Burbank Blvd,Burbank,CA,91505,Los Angeles,Chandler Park,(818) 840-0222,,,807201,,,,,,,,,,,,,,,,Verified,,2.68
Yaki Yan,17188 Colima Rd # C,Hacienda Heights,CA,91745,Los Angeles,Hacienda Heights,(626) 581-0080,Yakiya-Us.Com,,581208,,1700,2200,1700,2200,1700,2200,1700,Open 24 Hours,1700,Open 24 Hours,1700,2200,http://twitter.com/yakiyanla,https://www.facebook.com/yakiyausa,Verified,Restaurants,2.09
Cafe Take 5,328 E 1st St,Los Angeles,CA,90012,Los Angeles,Little Tokyo,(213) 621-3004,,,581228,,,,,,,,,,,,,,,,Verified,Restaurants,5.08
Ayara Thai Cuisine,6245 W 87th St,Los Angeles,CA,90045,Los Angeles,Westchester,(310) 410-8848,Ayarathai.Com,,581208,THAI,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,,https://www.facebook.com/ayarathaicuisine,Verified,Restaurants,2.85
Larrys Hot Lunch Inc,329 N 12th St,Montebello,CA,90640,Los Angeles,Montebello,(323) 726-9445,,,581212,,,,,,,,,,,,,,,,Verified,,0.94
Industry Catering Inc,235 Turnbull Canyon Rd,City Of Industry,CA,91745,Los Angeles,Industry,(626) 855-4711,,,581212,,,,,,,,,,,,,,,,Verified,,2.80
Victory Bistro,1608 Victory Blvd,Glendale,CA,91201,Los Angeles,Riverside Rancho,(818) 247-2200,,,581208,BISTRO,,,,,,,,,,,,,,,Verified,Restaurants,2.02
Century Park Hotel,10330 W Olympic Blvd,Los Angeles,CA,90064,Los Angeles,Westside,(310) 553-1000,Centuryparkla.Com,,701101,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/holidayinn,,Verified,Hotels,3.58
Exotic Thai,1212 N San Fernando Blvd # G,Burbank,CA,91504,Los Angeles,,(818) 841-2555,Exoticthaiburbank.Com,,581208,THAI,1100,1500,1100,1500,1100,1500,1100,1500,Open 24 Hours,Open 24 Hours,1200,2130,,http://www.facebook.com/exothaicuisine,Verified,Restaurants,1.34
Hummus Bar Factory,6075 Reseda Blvd,Tarzana,CA,91335,Los Angeles,Tarzana,(818) 609-0822,,,581214,,,,,,,,,,,,,,,,Verified,Restaurants,4.76
California Pizza Kitchen,1815 Hawthorne Blvd # 146,Redondo Beach,CA,90278,Los Angeles,North Redondo Beach,(310) 370-9931,Cpk.Com,,581222,,1100,2200,1100,2200,1100,2200,1100,2300,1100,2230,1100,2130,http://twitter.com/calpizzakitchen,http://www.facebook.com/californiapizzakitchen,Verified,Restaurants,3.59
Casa Jimenez Mexican,1601 S Mountain Ave,Monrovia,CA,91016,Los Angeles,,(626) 599-8680,,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,4.57
Black Angus Steakhouse,9145 Corbin Ave,Northridge,CA,91324,Los Angeles,Chatsworth,(818) 701-1600,Blackangus.Com,,581208,STEAK HOUSES,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2100,,http://www.facebook.com/blackangussteakhouse,Verified,Restaurants,3.82
SUBWAY,2134 W Sunset Blvd,Los Angeles,CA,90026,Los Angeles,Echo Park,(213) 483-2776,Subway.Com,,581208,DELI,,,,,,,,,,,,,http://twitter.com/subway,,Verified,Restaurants,1.30
Messob Ethiopian Rstrnt Los,1041 S Fairfax Ave,Los Angeles,CA,90019,Los Angeles,Carthay Square,(323) 938-8827,,,581208,AFRICAN,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,,https://www.facebook.com/messob,Verified,Restaurants,4.62
Mr Pizza & Kabobs,21406 Nordhoff St,Chatsworth,CA,91311,Los Angeles,Canoga Park,(818) 772-8010,,,581208,MEDITERRANEAN,,,,,,,,,,,,,,,Verified,Restaurants,1.91
Pasha's Persian Restaurant,112 W 9th St # 106,Los Angeles,CA,90015,Los Angeles,South Park,(213) 622-7578,,,581212,,,,,,,,,,,,,,,,Verified,Restaurants,4.84
Veganics,12809 Venice Blvd,Los Angeles,CA,90066,Los Angeles,Mar Vista,(310) 390-8343,Veganicscatering.Com,,581212,,,,,,,,,,,,,,http://twitter.com/veganics_tweats,https://www.facebook.com/pages/veganics/148475628528539,Verified,Restaurants,2.02
Burlington Hotel,30765 Pacific Coast Hwy # 452,Malibu,CA,90265,Los Angeles,Trancas Canyon,Not Available,,,701101,,,,,,,,,,,,,,,,Verified,Hotels,4.08
Asher Caffe,950 S Boyle Ave,Los Angeles,CA,90023,Los Angeles,Boyle Heights,Not Available,Ashercaffe.Com,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,4.80
El Pollo Loco,1081 Gayley Ave,Los Angeles,CA,90024,Los Angeles,Westwood North Village,(310) 824-7776,Elpolloloco.Com,,581208,MEXICAN,1000,2200,1000,2200,1000,2200,1000,2300,1000,2300,1000,2200,http://twitter.com/elpolloloco,http://www.facebook.com/pages/places/115983425096937,Verified,Restaurants,1.48
Museum Of Latin American Art,628 Alamitos Ave,Long Beach,CA,90802,Los Angeles,Franklin,(562) 437-1689,Molaa.Org,,841201,,Closed,,1100,1700,1100,2100,1100,1700,1100,1700,1100,1700,https://twitter.com/molaa,https://www.facebook.com/museumoflatinamericanart,Verified,Sightseeing,1.18
IHOP Restaurant,15635 Ventura Blvd,Encino,CA,91436,Los Angeles,Encino,(818) 783-4470,Ihop.Com,,581208,AMERICAN,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/ihop,http://www.facebook.com/ihop,Verified,Restaurants,2.19
IHOP Restaurant,2912 S Sepulveda Blvd,Los Angeles,CA,90064,Los Angeles,Westside,(310) 478-4017,Restaurants.Ihop.Com,,581208,AMERICAN,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,,http://www.facebook.com/ihop,Verified,Restaurants,5.10
Los Angeles West Taco Inc,14431 Ventura Blvd Pmb 263,Sherman Oaks,CA,91423,Los Angeles,Sherman Oaks,(310) 991-9650,,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,,1.72
Taco Bell,3562 S LA Cienega Blvd,Los Angeles,CA,90016,Los Angeles,West Adams,(323) 954-9747,Tacobell.Com,,581208,MEXICAN,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200,http://twitter.com/tacobell,http://www.facebook.com/tacobell,Verified,Restaurants,1.07
Taco Bell,2628 S Robertson Blvd,Los Angeles,CA,90034,Los Angeles,Reynier Village,(310) 815-1792,Tacobell.Com,,581208,MEXICAN,700,2300,700,2300,700,2300,700,2300,800,2300,900,2200,http://twitter.com/tacobell,http://www.facebook.com/tacobell,Verified,Restaurants,3.35
Pasta Roma,2827 S Figueroa St,Los Angeles,CA,90007,Los Angeles,,(213) 742-0303,Pastaroma.Com,,581208,ITALIAN,1100,2200,1100,2200,1100,2200,1100,2200,1200,2200,1200,2200,https://twitter.com/pasta_roma,https://www.facebook.com/pastaromafig,Verified,Restaurants,5.35
IHOP LLC,450 N Brand Blvd # 7,Glendale,CA,91203,Los Angeles,City Center,(818) 240-6055,Ihop.Com,,581220,,900,1700,900,1700,900,1700,900,1700,Closed,,Closed,,http://twitter.com/ihop,http://www.facebook.com/ihop,Verified,Restaurants,2.15
Nedia Wine & Liquor # 2,6023 Melrose Ave,Los Angeles,CA,90038,Los Angeles,Greater Wilshire,(323) 465-6362,,,541103,,800,2300,800,2300,800,2300,800,Open 24 Hours,800,Open 24 Hours,800,2300,,https://facebook.com/media-wine-and-spirits-2-726283751050306,Verified,Restaurants,4.25
Epi Meal Inc,6700 Fallbrook Ave # 260,West Hills,CA,91307,Los Angeles,West Hills,Not Available,,,581208,,,,,,,,,,,,,,,,Verified,,1.54
7 HITS Cafe,14511 Sylvan St,Van Nuys,CA,91411,Los Angeles,Van Nuys,Not Available,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,5.17
Asha Indian Restaurant,18608 1/2 Ventura Blvd,Tarzana,CA,91356,Los Angeles,Tarzana,(818) 578-6331,Ashaindianla.Com,,581208,INDIAN,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,http://twitter.com/ashaindian,https://www.facebook.com/ashaindianla,Verified,Restaurants,5.69
Non Stop Transportation Inc,6825 Walthall Way,Paramount,CA,90723,Los Angeles,Paramount,(562) 630-1726,Nonstoptransportation.Com,,421205,,,,,,,,,,,,,,,,Verified,,3.37
Asmar Art Studios,1125 N Screenland Dr,Burbank,CA,91505,Los Angeles,Magnolia Park,(818) 848-8861,Asmarart.Com,,841210,,,,,,,,,,,,,,,,Verified,Sightseeing,2.29
Heritage Eatery,115 W Wilson Ave,Glendale,CA,91203,Los Angeles,City Center,(818) 484-8814,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,2.59
Betty's Pasta House,6047 E Olympic Blvd,Los Angeles,CA,90022,Los Angeles,East Los Angeles,(323) 725-1360,Bettyspastahouse.Com,,581208,ITALIAN,,,,,,,,,,,,,,,Verified,Restaurants,4.07
Coppelia's Bakery,10825 Venice Blvd,Los Angeles,CA,90034,Los Angeles,Palms,(310) 838-0375,Eventective.Com,,581208,BAKERY,,,,,,,,,,,,,,,Verified,Restaurants,1.32
Combat Paintball Park,31050 Charlie Canyon Rd,Castaic,CA,91384,Los Angeles,,(562) 376-4058,Playcpp.Com,,799939,,,,,,,,,,,,,,http://twitter.com/giantsportz,http://www.facebook.com/giantsportz,Verified,Sightseeing,3.00
Bulletproof Coffee,3110 Main St # 116,Santa Monica,CA,90405,Los Angeles,Ocean Park,(310) 399-1764,Bulletproofcoffee.Com,,581228,,600,2000,600,2000,600,2000,600,2000,600,2000,600,2000,http://twitter.com/bulletproofexec,http://www.facebook.com/bulletproofexecutive,Verified,Restaurants,5.77
California Wings Cafe,1649 N Cahuenga Blvd,Los Angeles,CA,90028,Los Angeles,Central Hollywood,(323) 465-2000,Californiawingscafe.Info,,581208,FUSION,1200,2200,1200,2200,1200,2200,1200,2300,1200,2300,1100,2200,,https://www.facebook.com/pages/california-wings-cafe/113367445363356,Verified,Restaurants,3.21
Ha Ha Cafe Comedy Club,4712 Lankershim Blvd,North Hollywood,CA,91602,Los Angeles,Mid-Town North Hollywood,(818) 508-4995,Hahacafecomedyclub.Com,,581307,,1700,Open 24 Hours,1700,Open 24 Hours,1700,Open 24 Hours,1700,200,1700,200,1700,2300,http://twitter.com/hahacafecomedy,https://www.facebook.com/thehahacomedyclub,Verified,Sightseeing,2.73
Thai Diamond BBQ,1832 E Route 66 # D,Glendora,CA,91740,Los Angeles,Glendora,(626) 335-4738,Thaidiamondbbqglendora.Com,,581208,THAI,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,,,Verified,Restaurants,3.65
Aham Trading Corp,11500 Santa Monica Blvd,Los Angeles,CA,90025,Los Angeles,Sawtelle,(310) 207-5555,Javanrestaurant.Net,,581208,,,,,,,,,,,,,,,,Verified,,2.36
Javan Restaurant,11500 Santa Monica Blvd,Los Angeles,CA,90025,Los Angeles,Sawtelle,(310) 207-5555,Javanrestaurant-Hub.Com,,581208,MIDDLE EASTERN,1130,2200,1130,2200,1130,2200,1130,2230,1130,2230,1130,2200,http://twitter.com/javanla,http://www.facebook.com/javanrestaurant,Verified,Restaurants,3.61
Vincitore,5869 Kanan Rd,Agoura Hills,CA,91301,Los Angeles,Upper Downtown,(818) 706-2200,Vincitoreitalianrestaurant.Com,,581208,PIZZA,1100,2130,1100,2130,1100,2130,1100,2200,1100,2200,1100,2130,,http://www.facebook.com/vincitoreitalian,Verified,,5.44
Burbank Pastry,117 N San Fernando Blvd,Burbank,CA,91502,Los Angeles,,(818) 841-7209,Burbank91502.Com,,546102,,,,,,,,,,,,,,,,Verified,Restaurants,4.37
Los Balcones Del Peru,1360 Vine St,Los Angeles,CA,90028,Los Angeles,Central Hollywood,(323) 871-9600,,,581208,MEXICAN,1130,2300,1130,2300,1130,2300,1130,Open 24 Hours,1200,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/losbalconesperu,https://www.facebook.com/losbalconesperu,Verified,Sightseeing,1.93
Cases For Visual Arts,14631 Arminta St,Van Nuys,CA,91402,Los Angeles,Panorama City,(818) 988-9085,Makeuplight.Com,,841202,,,,,,,,,,,,,,,,Verified,Sightseeing,5.77
SUBWAY,10970 Sherman Way # 101,Burbank,CA,91505,Los Angeles,,(818) 847-2579,Subway.Com,,581208,DELI,600,2300,600,2300,600,2300,600,2300,700,2300,700,2300,http://twitter.com/subway,http://www.facebook.com/subway,Verified,Restaurants,5.21
Baskin-Robbins,3657 E Foothill Blvd,Pasadena,CA,91107,Los Angeles,,(626) 351-0411,Baskinrobbins.Com,,581203,,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,http://twitter.com/baskinrobbins,http://www.facebook.com/baskinrobbins,Verified,Restaurants,1.56
Niko Sushi,19001 Ventura Blvd,Tarzana,CA,91356,Los Angeles,Tarzana,(818) 705-0460,Nikosushitarzana.Com,,581208,SUSHI,1130,2200,1130,2200,1130,2200,1130,2230,1130,2230,1700,2130,,https://www.facebook.com/pages/niko-sushi/119653038050354,Verified,Restaurants,3.76
